Name,Longitude,Latitude,RAG,popuptext
Bedford Hospital NHS Trust,-0.472495,52.128265,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Bedford Hospital NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 7.5%</span><br/>
      <span>Breaching 4 hour target (Type 1): 8.6%</span><br/><br/>

      <span>Beds occupied: 98.4%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 399</span><br/>
      <span>DToC days (Social Care): 8</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 1.4%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 8.5%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 10%</span>
      </div>"
Luton and Dunstable University Hospital NHS Foundation Trust,-0.476044,51.895405,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Luton and Dunstable University Hospital NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 1.9%</span><br/>
      <span>Breaching 4 hour target (Type 1): 2.8%</span><br/><br/>

      <span>Beds occupied: 87.3%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 347</span><br/>
      <span>DToC days (Social Care): 66</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 3.8%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 10.3%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 10.2%</span>
      </div>"
York Teaching Hospital NHS Foundation Trust,-1.084285,53.968952,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>York Teaching Hospital NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 12.4%</span><br/>
      <span>Breaching 4 hour target (Type 1): 20%</span><br/><br/>

      <span>Beds occupied: 89.9%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 883</span><br/>
      <span>DToC days (Social Care): 526</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 0.4%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 7.7%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 6.2%</span>
      </div>"
Harrogate and District NHS Foundation Trust,-1.517573,53.993807,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Harrogate and District NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 7.8%</span><br/>
      <span>Breaching 4 hour target (Type 1): 8.9%</span><br/><br/>

      <span>Beds occupied: 83.9%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 147</span><br/>
      <span>DToC days (Social Care): 105</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 2.1%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 6.6%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 7.2%</span>
      </div>"
Airedale NHS Foundation Trust,-1.962695,53.898015,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Airedale NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 12.5%</span><br/>
      <span>Breaching 4 hour target (Type 1): 14.1%</span><br/><br/>

      <span>Beds occupied: 81.8%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 134</span><br/>
      <span>DToC days (Social Care): 29</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 1.4%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 8.3%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 9%</span>
      </div>"
Sheffield Children's NHS Foundation Trust,-1.490629,53.380599,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Sheffield Children's NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 2.6%</span><br/>
      <span>Breaching 4 hour target (Type 1): 2.7%</span><br/><br/>

      <span>Beds occupied: 66.4%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): NA</span><br/>
      <span>DToC days (Social Care): NA</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 3%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 12%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 13.6%</span>
      </div>"
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",0.446984,52.756772,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 16%</span><br/>
      <span>Breaching 4 hour target (Type 1): 16%</span><br/><br/>

      <span>Beds occupied: 84.8%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 644</span><br/>
      <span>DToC days (Social Care): 139</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 2.9%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 9.1%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 6.8%</span>
      </div>"
Royal United Hospitals Bath NHS Foundation Trust,-2.391218,51.391665,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Royal United Hospitals Bath NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 18.6%</span><br/>
      <span>Breaching 4 hour target (Type 1): 22%</span><br/><br/>

      <span>Beds occupied: 93.8%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 494</span><br/>
      <span>DToC days (Social Care): 242</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 0.3%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 7%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 6.6%</span>
      </div>"
Poole Hospital NHS Foundation Trust,-1.973117,50.721987,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Poole Hospital NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 10.7%</span><br/>
      <span>Breaching 4 hour target (Type 1): 13.9%</span><br/><br/>

      <span>Beds occupied: 85.6%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 325</span><br/>
      <span>DToC days (Social Care): 41</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 1.9%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 7.7%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 7.4%</span>
      </div>"
Milton Keynes University Hospital NHS Foundation Trust,-0.735796,52.026374,amber,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Milton Keynes University Hospital NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 7.7%</span><br/>
      <span>Breaching 4 hour target (Type 1): 12.8%</span><br/><br/>

      <span>Beds occupied: 85%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 554</span><br/>
      <span>DToC days (Social Care): 38</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 2.4%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 7.1%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 8.5%</span>
      </div>"
Basildon and Thurrock University Hospitals NHS Foundation Trust,0.450557,51.557677,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Basildon and Thurrock University Hospitals NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 5.1%</span><br/>
      <span>Breaching 4 hour target (Type 1): 5.1%</span><br/><br/>

      <span>Beds occupied: 93.4%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 254</span><br/>
      <span>DToC days (Social Care): 158</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 0.3%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 8.9%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 9.3%</span>
      </div>"
Colchester Hospital University NHS Foundation Trust,0.899182,51.910164,amber,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Colchester Hospital University NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 8.8%</span><br/>
      <span>Breaching 4 hour target (Type 1): 11.9%</span><br/><br/>

      <span>Beds occupied: 87.6%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 732</span><br/>
      <span>DToC days (Social Care): 615</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 0.7%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 6.5%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 6.1%</span>
      </div>"
Sussex Community NHS Foundation Trust,-0.115477,50.83046,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Sussex Community NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 1.3%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: NA%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 360</span><br/>
      <span>DToC days (Social Care): 259</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NaN%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 6.1%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 7.3%</span>
      </div>"
Frimley Health NHS Foundation Trust,-0.742029,51.319666,amber,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Frimley Health NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 12.8%</span><br/>
      <span>Breaching 4 hour target (Type 1): 12.8%</span><br/><br/>

      <span>Beds occupied: 87.2%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 1504</span><br/>
      <span>DToC days (Social Care): 298</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 2.8%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 10.6%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 10%</span>
      </div>"
Dorset Healthcare University NHS Foundation Trust,-1.978038,50.740073,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Dorset Healthcare University NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: 92.1%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 518</span><br/>
      <span>DToC days (Social Care): 95</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 7.9%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 7.4%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 8.9%</span>
      </div>"
The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,-1.82052,50.747482,amber,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 9.8%</span><br/>
      <span>Breaching 4 hour target (Type 1): 13.6%</span><br/><br/>

      <span>Beds occupied: 90.5%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 443</span><br/>
      <span>DToC days (Social Care): 7</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 1.9%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 6.8%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 6.3%</span>
      </div>"
